,OrderNumber,ProductName,Color,Category,Subcategory,ListPrice,Orderdate,Duedate,Shipdate,PromotionName,SalesRegion,OrderQuantity,UnitPrice,SalesAmount,DiscountAmount,TaxAmount,Freight
24514,SO55320,HL Road Handlebars,,Components,Handlebars,120.27,3/30/2013,4/11/2013,4/6/2013,No Discount,Germany,1,72.162,72.162,0.0,5.773,1.8041
24522,SO55322,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,3/30/2013,4/11/2013,4/6/2013,No Discount,Southwest,4,2.994,11.976,0.0,0.9581,0.2994
24526,SO55322,Patch Kit/8 Patches,,Accessories,Tires and Tubes,2.29,3/30/2013,4/11/2013,4/6/2013,No Discount,Southwest,4,1.374,5.496,0.0,0.4397,0.1374
24540,SO55322,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,3/30/2013,4/11/2013,4/6/2013,No Discount,Southwest,8,72.0,576.0,0.0,46.08,14.4
24544,SO55322,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,3/30/2013,4/11/2013,4/6/2013,Volume Discount 15 to 24,Southwest,16,4.3725,66.462,3.498,5.317,1.6616
24552,SO55323,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,3/30/2013,4/11/2013,4/6/2013,No Discount,United Kingdom,10,2.994,29.94,0.0,2.3952,0.7485
24559,SO55323,HL Road Handlebars,,Components,Handlebars,120.27,3/30/2013,4/11/2013,4/6/2013,No Discount,United Kingdom,2,72.162,144.324,0.0,11.5459,3.6081
24567,SO55323,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,3/30/2013,4/11/2013,4/6/2013,No Discount,United Kingdom,8,4.77,38.16,0.0,3.0528,0.954
24578,SO55323,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,3/30/2013,4/11/2013,4/6/2013,Volume Discount 11 to 14,United Kingdom,11,69.6,750.288,15.312,60.023,18.7572
24580,SO55323,Patch Kit/8 Patches,,Accessories,Tires and Tubes,2.29,3/30/2013,4/11/2013,4/6/2013,No Discount,United Kingdom,2,1.374,2.748,0.0,0.2198,0.0687
24595,SO55324,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,3/30/2013,4/11/2013,4/6/2013,Volume Discount 15 to 24,Central,20,2.7445,52.1455,2.7445,4.1716,1.3036
24597,SO55324,Patch Kit/8 Patches,,Accessories,Tires and Tubes,2.29,3/30/2013,4/11/2013,4/6/2013,No Discount,Central,5,1.374,6.87,0.0,0.5496,0.1718
24600,SO55324,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,3/30/2013,4/11/2013,4/6/2013,No Discount,Central,8,72.0,576.0,0.0,46.08,14.4
24619,SO55324,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,3/30/2013,4/11/2013,4/6/2013,Volume Discount 11 to 14,Central,11,4.611,49.7066,1.0144,3.9765,1.2427
24634,SO55325,HL Touring Handlebars,,Components,Handlebars,91.57,3/30/2013,4/11/2013,4/6/2013,No Discount,Northwest,1,54.942,54.942,0.0,4.3954,1.3736
24656,SO55328,Patch Kit/8 Patches,,Accessories,Tires and Tubes,2.29,3/30/2013,4/11/2013,4/6/2013,No Discount,Southeast,6,1.374,8.244,0.0,0.6595,0.2061
24670,SO55328,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,3/30/2013,4/11/2013,4/6/2013,No Discount,Southeast,8,2.994,23.952,0.0,1.9162,0.5988
24675,SO55328,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,3/30/2013,4/11/2013,4/6/2013,No Discount,Southeast,4,4.77,19.08,0.0,1.5264,0.477
24681,SO55328,HL Road Handlebars,,Components,Handlebars,120.27,3/30/2013,4/11/2013,4/6/2013,No Discount,Southeast,1,72.162,72.162,0.0,5.773,1.8041
24683,SO55328,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,3/30/2013,4/11/2013,4/6/2013,No Discount,Southeast,10,72.0,720.0,0.0,57.6,18.0
24702,SO55331,ML Mountain Handlebars,,Components,Handlebars,61.92,3/30/2013,4/11/2013,4/6/2013,No Discount,Southeast,4,37.152,148.608,0.0,11.8886,3.7152
24722,SO55331,HL Mountain Handlebars,,Components,Handlebars,120.27,3/30/2013,4/11/2013,4/6/2013,No Discount,Southeast,1,72.162,72.162,0.0,5.773,1.8041
24729,SO57012,HL Touring Seat/Saddle,,Components,Saddles,52.64,4/30/2013,5/12/2013,5/7/2013,No Discount,Germany,3,31.584,94.752,0.0,7.5802,2.3688
24737,SO57012,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,4/30/2013,5/12/2013,5/7/2013,Volume Discount 11 to 14,Germany,12,4.611,54.2254,1.1066,4.338,1.3556
24742,SO57012,ML Touring Seat/Saddle,,Components,Saddles,39.14,4/30/2013,5/12/2013,5/7/2013,No Discount,Germany,3,23.484,70.452,0.0,5.6362,1.7613
24747,SO57012,Patch Kit/8 Patches,,Accessories,Tires and Tubes,2.29,4/30/2013,5/12/2013,5/7/2013,No Discount,Germany,5,1.374,6.87,0.0,0.5496,0.1718
24754,SO57012,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,4/30/2013,5/12/2013,5/7/2013,No Discount,Germany,7,72.0,504.0,0.0,40.32,12.6
24765,SO57012,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Germany,8,2.994,23.952,0.0,1.9162,0.5988
24794,SO57015,ML Mountain Seat/Saddle,,Components,Saddles,39.14,4/30/2013,5/12/2013,5/7/2013,No Discount,Central,2,23.484,46.968,0.0,3.7574,1.1742
24795,SO57015,HL Bottom Bracket,,Components,Bottom Brackets,121.49,4/30/2013,5/12/2013,5/7/2013,No Discount,Central,1,72.894,72.894,0.0,5.8315,1.8224
24798,SO57015,LL Bottom Bracket,,Components,Bottom Brackets,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Central,2,32.394,64.788,0.0,5.183,1.6197
24805,SO57015,LL Mountain Handlebars,,Components,Handlebars,44.54,4/30/2013,5/12/2013,5/7/2013,No Discount,Central,3,26.724,80.172,0.0,6.4138,2.0043
24820,SO57016,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,4/30/2013,5/12/2013,5/7/2013,No Discount,Canada,2,72.0,144.0,0.0,11.52,3.6
24827,SO57016,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,4/30/2013,5/12/2013,5/7/2013,No Discount,Canada,1,4.77,4.77,0.0,0.3816,0.1193
24852,SO57018,HL Touring Handlebars,,Components,Handlebars,91.57,4/30/2013,5/12/2013,5/7/2013,No Discount,United Kingdom,1,54.942,54.942,0.0,4.3954,1.3736
24876,SO57019,LL Bottom Bracket,,Components,Bottom Brackets,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Canada,3,32.394,97.182,0.0,7.7746,2.4296
24882,SO57022,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Canada,5,2.994,14.97,0.0,1.1976,0.3743
24886,SO57022,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,4/30/2013,5/12/2013,5/7/2013,No Discount,Canada,1,4.77,4.77,0.0,0.3816,0.1193
24895,SO57022,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,4/30/2013,5/12/2013,5/7/2013,No Discount,Canada,3,72.0,216.0,0.0,17.28,5.4
24906,SO57023,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,4/30/2013,5/12/2013,5/7/2013,Volume Discount 11 to 14,Canada,13,4.611,58.7441,1.1989,4.6995,1.4686
24917,SO57023,Patch Kit/8 Patches,,Accessories,Tires and Tubes,2.29,4/30/2013,5/12/2013,5/7/2013,No Discount,Canada,2,1.374,2.748,0.0,0.2198,0.0687
24922,SO57023,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Canada,2,2.994,5.988,0.0,0.479,0.1497
24924,SO57023,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,4/30/2013,5/12/2013,5/7/2013,No Discount,Canada,6,72.0,432.0,0.0,34.56,10.8
24938,SO57024,HL Touring Seat/Saddle,,Components,Saddles,52.64,4/30/2013,5/12/2013,5/7/2013,No Discount,Canada,1,31.584,31.584,0.0,2.5267,0.7896
24953,SO57024,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,4/30/2013,5/12/2013,5/7/2013,No Discount,Canada,4,4.77,19.08,0.0,1.5264,0.477
24959,SO57024,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Canada,4,2.994,11.976,0.0,0.9581,0.2994
24960,SO57024,HL Bottom Bracket,,Components,Bottom Brackets,121.49,4/30/2013,5/12/2013,5/7/2013,No Discount,Canada,1,72.894,72.894,0.0,5.8315,1.8224
24962,SO57024,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,4/30/2013,5/12/2013,5/7/2013,No Discount,Canada,10,72.0,720.0,0.0,57.6,18.0
24975,SO57026,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,10,2.994,29.94,0.0,2.3952,0.7485
24980,SO57026,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,9,72.0,648.0,0.0,51.84,16.2
24981,SO57026,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,9,4.77,42.93,0.0,3.4344,1.0733
25007,SO57026,HL Bottom Bracket,,Components,Bottom Brackets,121.49,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,2,72.894,145.788,0.0,11.663,3.6447
25010,SO57026,HL Touring Seat/Saddle,,Components,Saddles,52.64,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,2,31.584,63.168,0.0,5.0534,1.5792
25012,SO57027,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,4/30/2013,5/12/2013,5/7/2013,No Discount,Southeast,6,72.0,432.0,0.0,34.56,10.8
25027,SO57028,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,4/30/2013,5/12/2013,5/7/2013,No Discount,France,6,72.0,432.0,0.0,34.56,10.8
25028,SO57029,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,4/30/2013,5/12/2013,5/7/2013,No Discount,Southwest,4,4.77,19.08,0.0,1.5264,0.477
25034,SO57029,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Southwest,3,2.994,8.982,0.0,0.7186,0.2246
25043,SO57030,LL Mountain Seat/Saddle,,Components,Saddles,27.12,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,4,16.272,65.088,0.0,5.207,1.6272
25049,SO57030,HL Mountain Seat/Saddle,,Components,Saddles,52.64,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,3,31.584,94.752,0.0,7.5802,2.3688
25058,SO57030,LL Mountain Handlebars,,Components,Handlebars,44.54,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,2,26.724,53.448,0.0,4.2758,1.3362
25059,SO57030,HL Bottom Bracket,,Components,Bottom Brackets,121.49,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,3,72.894,218.682,0.0,17.4946,5.4671
25068,SO57030,ML Mountain Seat/Saddle,,Components,Saddles,39.14,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,4,23.484,93.936,0.0,7.5149,2.3484
25075,SO57030,ML Mountain Handlebars,,Components,Handlebars,61.92,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,7,37.152,260.064,0.0,20.8051,6.5016
25084,SO57030,LL Bottom Bracket,,Components,Bottom Brackets,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,6,32.394,194.364,0.0,15.5491,4.8591
25101,SO57034,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,4/30/2013,5/12/2013,5/7/2013,No Discount,Southwest,3,4.77,14.31,0.0,1.1448,0.3578
25116,SO57034,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Southwest,9,2.994,26.946,0.0,2.1557,0.6737
25140,SO57034,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,4/30/2013,5/12/2013,5/7/2013,No Discount,Southwest,4,72.0,288.0,0.0,23.04,7.2
25150,SO57035,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,4/30/2013,5/12/2013,5/7/2013,No Discount,Southwest,1,72.0,72.0,0.0,5.76,1.8
25151,SO57035,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,4/30/2013,5/12/2013,5/7/2013,No Discount,Southwest,1,4.77,4.77,0.0,0.3816,0.1193
25153,SO57035,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Southwest,1,2.994,2.994,0.0,0.2395,0.0749
25188,SO57037,LL Bottom Bracket,,Components,Bottom Brackets,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Central,1,32.394,32.394,0.0,2.5915,0.8099
25190,SO57037,LL Mountain Handlebars,,Components,Handlebars,44.54,4/30/2013,5/12/2013,5/7/2013,No Discount,Central,1,26.724,26.724,0.0,2.1379,0.6681
25194,SO57037,LL Mountain Seat/Saddle,,Components,Saddles,27.12,4/30/2013,5/12/2013,5/7/2013,No Discount,Central,2,16.272,32.544,0.0,2.6035,0.8136
25196,SO57037,HL Bottom Bracket,,Components,Bottom Brackets,121.49,4/30/2013,5/12/2013,5/7/2013,No Discount,Central,2,72.894,145.788,0.0,11.663,3.6447
25214,SO57037,ML Mountain Seat/Saddle,,Components,Saddles,39.14,4/30/2013,5/12/2013,5/7/2013,No Discount,Central,6,23.484,140.904,0.0,11.2723,3.5226
25221,SO57037,ML Mountain Handlebars,,Components,Handlebars,61.92,4/30/2013,5/12/2013,5/7/2013,No Discount,Central,1,37.152,37.152,0.0,2.9722,0.9288
25235,SO57039,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,4/30/2013,5/12/2013,5/7/2013,No Discount,Southeast,2,72.0,144.0,0.0,11.52,3.6
25237,SO57039,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Southeast,3,2.994,8.982,0.0,0.7186,0.2246
25240,SO57040,ML Touring Seat/Saddle,,Components,Saddles,39.14,4/30/2013,5/12/2013,5/7/2013,No Discount,Central,1,23.484,23.484,0.0,1.8787,0.5871
25242,SO57040,HL Touring Handlebars,,Components,Handlebars,91.57,4/30/2013,5/12/2013,5/7/2013,No Discount,Central,1,54.942,54.942,0.0,4.3954,1.3736
25269,SO57042,HL Road Handlebars,,Components,Handlebars,120.27,4/30/2013,5/12/2013,5/7/2013,No Discount,Southwest,1,72.162,72.162,0.0,5.773,1.8041
25305,SO57044,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,3,72.0,216.0,0.0,17.28,5.4
25309,SO57045,HL Touring Seat/Saddle,,Components,Saddles,52.64,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,3,31.584,94.752,0.0,7.5802,2.3688
25328,SO57046,LL Mountain Handlebars,,Components,Handlebars,44.54,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,4,26.724,106.896,0.0,8.5517,2.6724
25336,SO57046,HL Bottom Bracket,,Components,Bottom Brackets,121.49,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,3,72.894,218.682,0.0,17.4946,5.4671
25342,SO57046,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,10,72.0,720.0,0.0,57.6,18.0
25345,SO57046,LL Mountain Seat/Saddle,,Components,Saddles,27.12,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,2,16.272,32.544,0.0,2.6035,0.8136
25350,SO57046,ML Mountain Seat/Saddle,,Components,Saddles,39.14,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,8,23.484,187.872,0.0,15.0298,4.6968
25359,SO57046,Patch Kit/8 Patches,,Accessories,Tires and Tubes,2.29,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,6,1.374,8.244,0.0,0.6595,0.2061
25367,SO57046,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,7,2.994,20.958,0.0,1.6766,0.524
25377,SO57046,ML Mountain Handlebars,,Components,Handlebars,61.92,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,6,37.152,222.912,0.0,17.833,5.5728
25378,SO57046,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,4/30/2013,5/12/2013,5/7/2013,Volume Discount 11 to 14,Northwest,14,4.611,63.2629,1.2911,5.061,1.5816
25386,SO57046,HL Mountain Seat/Saddle,,Components,Saddles,52.64,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,4,31.584,126.336,0.0,10.1069,3.1584
25392,SO57046,LL Bottom Bracket,,Components,Bottom Brackets,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Northwest,4,32.394,129.576,0.0,10.3661,3.2394
25397,SO57049,HL Road Handlebars,,Components,Handlebars,120.27,4/30/2013,5/12/2013,5/7/2013,No Discount,Central,1,72.162,72.162,0.0,5.773,1.8041
25417,SO57051,Patch Kit/8 Patches,,Accessories,Tires and Tubes,2.29,4/30/2013,5/12/2013,5/7/2013,No Discount,France,5,1.374,6.87,0.0,0.5496,0.1718
25421,SO57051,HL Road Handlebars,,Components,Handlebars,120.27,4/30/2013,5/12/2013,5/7/2013,No Discount,France,1,72.162,72.162,0.0,5.773,1.8041
25435,SO57051,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,4/30/2013,5/12/2013,5/7/2013,Volume Discount 11 to 14,France,14,4.611,63.2629,1.2911,5.061,1.5816
25436,SO57051,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,Volume Discount 11 to 14,France,12,2.8942,34.0358,0.6946,2.7229,0.8509
25440,SO57051,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,4/30/2013,5/12/2013,5/7/2013,Volume Discount 15 to 24,France,17,66.0,1065.9,56.1,85.272,26.6475
25448,SO57052,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Central,2,2.994,5.988,0.0,0.479,0.1497
25453,SO57052,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,4/30/2013,5/12/2013,5/7/2013,No Discount,Central,1,72.0,72.0,0.0,5.76,1.8
25464,SO57054,HL Touring Seat/Saddle,,Components,Saddles,52.64,4/30/2013,5/12/2013,5/7/2013,No Discount,France,3,31.584,94.752,0.0,7.5802,2.3688
25466,SO57054,HL Touring Handlebars,,Components,Handlebars,91.57,4/30/2013,5/12/2013,5/7/2013,No Discount,France,3,54.942,164.826,0.0,13.1861,4.1207
25469,SO57054,ML Touring Seat/Saddle,,Components,Saddles,39.14,4/30/2013,5/12/2013,5/7/2013,No Discount,France,2,23.484,46.968,0.0,3.7574,1.1742
25494,SO57055,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,4/30/2013,5/12/2013,5/7/2013,No Discount,France,1,4.77,4.77,0.0,0.3816,0.1193
25512,SO57056,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,4/30/2013,5/12/2013,5/7/2013,No Discount,France,3,72.0,216.0,0.0,17.28,5.4
25521,SO57057,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,4/30/2013,5/12/2013,5/7/2013,No Discount,Canada,4,72.0,288.0,0.0,23.04,7.2
25529,SO57058,HL Touring Seat/Saddle,,Components,Saddles,52.64,4/30/2013,5/12/2013,5/7/2013,No Discount,France,2,31.584,63.168,0.0,5.0534,1.5792
25531,SO57058,LL Bottom Bracket,,Components,Bottom Brackets,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,France,4,32.394,129.576,0.0,10.3661,3.2394
25538,SO57058,HL Bottom Bracket,,Components,Bottom Brackets,121.49,4/30/2013,5/12/2013,5/7/2013,No Discount,France,1,72.894,72.894,0.0,5.8315,1.8224
25557,SO57060,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Northeast,1,2.994,2.994,0.0,0.2395,0.0749
25572,SO57061,LL Bottom Bracket,,Components,Bottom Brackets,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,France,1,32.394,32.394,0.0,2.5915,0.8099
25580,SO57061,ML Mountain Handlebars,,Components,Handlebars,61.92,4/30/2013,5/12/2013,5/7/2013,No Discount,France,2,37.152,74.304,0.0,5.9443,1.8576
25584,SO57061,HL Mountain Seat/Saddle,,Components,Saddles,52.64,4/30/2013,5/12/2013,5/7/2013,No Discount,France,4,31.584,126.336,0.0,10.1069,3.1584
25595,SO57061,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,No Discount,France,10,2.994,29.94,0.0,2.3952,0.7485
25599,SO57061,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,4/30/2013,5/12/2013,5/7/2013,Volume Discount 11 to 14,France,14,69.6,954.912,19.488,76.393,23.8728
25606,SO57061,Patch Kit/8 Patches,,Accessories,Tires and Tubes,2.29,4/30/2013,5/12/2013,5/7/2013,No Discount,France,7,1.374,9.618,0.0,0.7694,0.2405
25612,SO57061,LL Mountain Seat/Saddle,,Components,Saddles,27.12,4/30/2013,5/12/2013,5/7/2013,No Discount,France,4,16.272,65.088,0.0,5.207,1.6272
25614,SO57061,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,4/30/2013,5/12/2013,5/7/2013,No Discount,France,4,4.77,19.08,0.0,1.5264,0.477
25615,SO57061,ML Mountain Seat/Saddle,,Components,Saddles,39.14,4/30/2013,5/12/2013,5/7/2013,No Discount,France,5,23.484,117.42,0.0,9.3936,2.9355
25624,SO57061,LL Mountain Handlebars,,Components,Handlebars,44.54,4/30/2013,5/12/2013,5/7/2013,No Discount,France,2,26.724,53.448,0.0,4.2758,1.3362
25652,SO57064,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,4/30/2013,5/12/2013,5/7/2013,No Discount,Southeast,3,4.77,14.31,0.0,1.1448,0.3578
25664,SO57065,LL Mountain Handlebars,,Components,Handlebars,44.54,4/30/2013,5/12/2013,5/7/2013,No Discount,Northeast,2,26.724,53.448,0.0,4.2758,1.3362
25667,SO57065,HL Bottom Bracket,,Components,Bottom Brackets,121.49,4/30/2013,5/12/2013,5/7/2013,No Discount,Northeast,1,72.894,72.894,0.0,5.8315,1.8224
25670,SO57065,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,4/30/2013,5/12/2013,5/7/2013,No Discount,Northeast,6,72.0,432.0,0.0,34.56,10.8
25674,SO57065,HL Mountain Seat/Saddle,,Components,Saddles,52.64,4/30/2013,5/12/2013,5/7/2013,No Discount,Northeast,1,31.584,31.584,0.0,2.5267,0.7896
25688,SO57065,ML Mountain Seat/Saddle,,Components,Saddles,39.14,4/30/2013,5/12/2013,5/7/2013,No Discount,Northeast,5,23.484,117.42,0.0,9.3936,2.9355
25692,SO57065,ML Mountain Handlebars,,Components,Handlebars,61.92,4/30/2013,5/12/2013,5/7/2013,No Discount,Northeast,3,37.152,111.456,0.0,8.9165,2.7864
25696,SO57065,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,4/30/2013,5/12/2013,5/7/2013,No Discount,Northeast,7,4.77,33.39,0.0,2.6712,0.8348
25705,SO57065,Patch Kit/8 Patches,,Accessories,Tires and Tubes,2.29,4/30/2013,5/12/2013,5/7/2013,No Discount,Northeast,7,1.374,9.618,0.0,0.7694,0.2405
25710,SO57065,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,Volume Discount 15 to 24,Northeast,16,2.7445,41.7164,2.1956,3.3373,1.0429
25720,SO57067,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,4/30/2013,5/12/2013,5/7/2013,No Discount,Germany,8,72.0,576.0,0.0,46.08,14.4
25721,SO57067,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,4/30/2013,5/12/2013,5/7/2013,Volume Discount 11 to 14,Germany,14,2.8942,39.7084,0.8104,3.1767,0.9927
25723,SO57067,HL Bottom Bracket,,Components,Bottom Brackets,121.49,4/30/2013,5/12/2013,5/7/2013,No Discount,Germany,2,72.894,145.788,0.0,11.663,3.6447
25726,SO57067,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,4/30/2013,5/12/2013,5/7/2013,Volume Discount 11 to 14,Germany,12,4.611,54.2254,1.1066,4.338,1.3556
25735,SO57067,LL Bottom Bracket,,Components,Bottom Brackets,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,Germany,1,32.394,32.394,0.0,2.5915,0.8099
25740,SO57067,ML Mountain Seat/Saddle,,Components,Saddles,39.14,4/30/2013,5/12/2013,5/7/2013,No Discount,Germany,2,23.484,46.968,0.0,3.7574,1.1742
25760,SO57067,LL Mountain Seat/Saddle,,Components,Saddles,27.12,4/30/2013,5/12/2013,5/7/2013,No Discount,Germany,2,16.272,32.544,0.0,2.6035,0.8136
25765,SO57067,HL Mountain Seat/Saddle,,Components,Saddles,52.64,4/30/2013,5/12/2013,5/7/2013,No Discount,Germany,4,31.584,126.336,0.0,10.1069,3.1584
25767,SO57067,LL Mountain Handlebars,,Components,Handlebars,44.54,4/30/2013,5/12/2013,5/7/2013,No Discount,Germany,2,26.724,53.448,0.0,4.2758,1.3362
25770,SO57067,Patch Kit/8 Patches,,Accessories,Tires and Tubes,2.29,4/30/2013,5/12/2013,5/7/2013,No Discount,Germany,2,1.374,2.748,0.0,0.2198,0.0687
25772,SO57067,ML Mountain Handlebars,,Components,Handlebars,61.92,4/30/2013,5/12/2013,5/7/2013,No Discount,Germany,1,37.152,37.152,0.0,2.9722,0.9288
25778,SO57068,LL Bottom Bracket,,Components,Bottom Brackets,53.99,4/30/2013,5/12/2013,5/7/2013,No Discount,France,1,32.394,32.394,0.0,2.5915,0.8099
25781,SO57068,ML Mountain Seat/Saddle,,Components,Saddles,39.14,4/30/2013,5/12/2013,5/7/2013,No Discount,France,3,23.484,70.452,0.0,5.6362,1.7613
25784,SO57068,HL Mountain Seat/Saddle,,Components,Saddles,52.64,4/30/2013,5/12/2013,5/7/2013,No Discount,France,1,31.584,31.584,0.0,2.5267,0.7896
25800,SO57068,LL Mountain Seat/Saddle,,Components,Saddles,27.12,4/30/2013,5/12/2013,5/7/2013,No Discount,France,3,16.272,48.816,0.0,3.9053,1.2204
25801,SO57068,ML Mountain Handlebars,,Components,Handlebars,61.92,4/30/2013,5/12/2013,5/7/2013,No Discount,France,2,37.152,74.304,0.0,5.9443,1.8576
25805,SO57068,LL Mountain Handlebars,,Components,Handlebars,44.54,4/30/2013,5/12/2013,5/7/2013,No Discount,France,3,26.724,80.172,0.0,6.4138,2.0043
25817,SO57069,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,4/30/2013,5/12/2013,5/7/2013,No Discount,Germany,4,72.0,288.0,0.0,23.04,7.2
25873,SO57075,ML Touring Seat/Saddle,,Components,Saddles,39.14,4/30/2013,5/12/2013,5/7/2013,No Discount,Australia,1,23.484,23.484,0.0,1.8787,0.5871
